TIME|SYMBOL|ENTER_PRICE|TAKE_PROFIT|STOP_LOSS|RESULT|CANDLE_LENGTH|TP_RATIO|SL_RATIO|DAY_PERCENT|TIME_IN_TRADE|ATH|ATL|TAB_PRICES|LAST_24HOUR|TAB_TIMES
2023-02-12 01:40:24.845091|DEGOBUSD|3.0|3.09|2.985|0|1.0619469026548671|0.03|0.005|22.692|-1 day, 23:57:55.344692|3.039|2.958|[3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.004, 2.997, 2.997, 2.997, 2.997, 2.997, 2.995, 2.997, 2.997, 2.997, 2.997, 2.997, 3.004, 3.004, 3.003, 3.003, 3.003, 3.004, 3.003, 3.003, 3.003, 3.003, 3.002, 3.006, 3.005, 3.005, 3.01, 3.01, 3.015, 3.021, 3.022, 3.025, 3.029, 3.021, 3.011, 3.023, 3.032, 3.03, 3.023, 3.023, 3.031, 3.031, 3.032, 3.032, 3.039, 3.032, 3.031, 3.021, 3.03, 3.031, 3.031, 3.031, 3.032, 3.02, 3.032, 3.037, 3.037, 3.037, 3.029, 3.034, 3.034, 3.034, 3.028, 3.028, 3.034, 3.034, 3.034, 3.034, 3.034, 3.026, 3.037, 3.028, 3.039, 3.039, 3.039, 3.034, 3.039, 3.039, 3.039, 3.039, 3.037, 3.037, 3.037, 3.037, 3.037, 3.039, 3.039, 3.039, 3.039, 3.037, 3.037, 3.039, 3.039, 3.03, 3.024, 3.018, 3.019, 3.019, 3.024, 3.02, 3.037, 3.037, 3.033, 3.033, 3.033, 3.023, 3.022, 3.022, 3.022, 3.02, 3.02, 3.01, 2.958]|[2.362, 2.355, 2.4, 2.448, 2.42, 2.402, 2.435, 2.518, 2.485, 2.476, 2.616, 2.652, 2.599, 2.635, 2.68, 2.736, 2.68, 2.701, 2.667, 2.698, 2.707, 2.704, 2.824, 2.958]|[1676162425.662806, 1676162426.468147, 1676162427.283136, 1676162428.088575, 1676162429.555929, 1676162430.371976, 1676162431.180534, 1676162431.991689, 1676162432.807556, 1676162434.24454, 1676162435.068556, 1676162435.87766, 1676162436.691472, 1676162437.503828, 1676162438.330955, 1676162439.131524, 1676162439.941264, 1676162441.378045, 1676162442.191717, 1676162442.992729, 1676162445.11173, 1676162447.175619, 1676162447.976805, 1676162450.055824, 1676162450.852455, 1676162451.664892, 1676162453.10276, 1676162453.907267, 1676162454.702582, 1676162455.483893, 1676162456.291599, 1676162457.081773, 1676162459.197603, 1676162460.006423, 1676162460.812791, 1676162461.623711, 1676162462.45939, 1676162464.167891, 1676162466.288835, 1676162467.094427, 1676162467.903567, 1676162468.689898, 1676162469.487267, 1676162470.266344, 1676162471.701342, 1676162472.499337, 1676162473.335952, 1676162474.138519, 1676162474.936956, 1676162475.731244, 1676162476.540113, 1676162477.347425, 1676162478.164955, 1676162479.596801, 1676162480.41714, 1676162481.242907, 1676162482.049093, 1676162482.82972, 1676162483.628961, 1676162484.432217, 1676162485.268123, 1676162486.073601, 1676162486.8812, 1676162487.68918, 1676162489.161286, 1676162490.621953, 1676162491.415738, 1676162492.200024, 1676162492.984216, 1676162494.064745, 1676162495.17854, 1676162495.963264, 1676162496.752811, 1676162498.207934, 1676162499.010153, 1676162499.808076, 1676162500.597935, 1676162501.398954, 1676162502.214726, 1676162503.025876, 1676162503.837796, 1676162505.284718, 1676162506.712376, 1676162508.135967, 1676162509.586457, 1676162511.058062, 1676162512.519803, 1676162513.316769, 1676162514.099412, 1676162514.930899, 1676162515.722769, 1676162516.495867, 1676162518.586218, 1676162519.364116, 1676162520.172947, 1676162521.638517, 1676162522.461289, 1676162523.54848, 1676162524.526524, 1676162525.385008, 1676162526.16272, 1676162526.987326, 1676162527.788461, 1676162528.586537, 1676162530.669442, 1676162531.483881, 1676162532.278388, 1676162533.732526, 1676162534.541372, 1676162535.357024, 1676162536.152857, 1676162536.944039, 1676162538.396852, 1676162539.213855, 1676162541.318498, 1676162542.107562, 1676162542.893784, 1676162543.685084, 1676162544.492777, 1676162545.281567, 1676162546.749657, 1676162549.498399]
2023-02-12 01:49:56.300172|DEGOBUSD|3.095|3.18785|3.0795250000000003|0|1.095575221238938|0.03|0.005|26.68|-1 day, 23:59:40.939249|3.094|3.074|[3.094, 3.094, 3.09, 3.09, 3.089, 3.089, 3.089, 3.09, 3.089, 3.089, 3.089, 3.074]|[2.362, 2.355, 2.4, 2.448, 2.42, 2.402, 2.435, 2.518, 2.485, 2.476, 2.616, 2.652, 2.599, 2.635, 2.68, 2.736, 2.68, 2.701, 2.667, 2.698, 2.707, 2.704, 2.824, 3.058]|[1676162998.384791, 1676162999.212139, 1676163000.672396, 1676163003.573303, 1676163004.606182, 1676163006.060625, 1676163008.14148, 1676163010.223265, 1676163011.685254, 1676163013.129082, 1676163013.932953, 1676163015.360923]
